orf,SC,SM,YPD
YMR230W-A,1.032837589,1.016637291,1.032884742
YMR231W,0.906975959,0.937140253,0.950814455
YMR233W,0.996024293,0.990232421,1.034153
YMR234W,1.04528536,1.052292149,1.070219347
YMR237W,0.973652298,0.970636702,0.994594702
YMR238W,0.773727414,0.701398235,1.011300107
YMR241W,0.989014715,0.846295032,1.023316269
YMR242C,0.444519718,0.579946149,0.57254491
YMR242W-A,0.525181496,0.464768024,0.456356046
YMR243C,0.663439933,0.776736706,1.042711264
YMR244C-A,0.981431708,0.945013341,0.931611916
YMR244W,0.909259293,1.00892043,1.028895899
YMR245W,1.001566048,1.022077394,0.975394172
YMR246W,0.979897022,0.958311905,1.063478196
YMR247C,0.966644848,0.981738922,1.056928209
YMR247W-A,0.969350321,0.958788357,0.995319692
YMR250W,0.991701416,0.986191643,0.966326526
YMR251W,0.978082158,0.991022956,0.968542947
YMR251W-A,0.928571799,0.945352225,0.94812082
YMR252C,0.904924389,0.981424895,1.010351455
YMR253C,0.92253126,0.954354612,1.001359026
YMR254C,0.957658589,0.989621085,1.009483481
YMR255W,0.96429301,0.985387384,0.992302459
YMR256C,0.973480252,0.778141384,0.811984028
YMR257C,0.975887614,0.850230181,0.866142177
YMR258C,0.960345115,0.934463663,0.976978527
YMR259C,0.967775765,0.909811606,0.980584146
YMR261C,0.964458735,0.935515434,0.991484824
YMR262W,0.962143377,0.973865718,1.037637494
YMR263W,0.957693249,0.882176433,0.843998237
YMR264W,0.946626503,0.907411201,0.973503763
YMR265C,0.968498045,1.013206889,1.030836777
YMR266W,0.992977819,0.995678074,1.015521533
YMR267W,0.956019945,0.674883871,0.732558801
YMR269W,0.689091439,0.723190402,0.685571544
YMR271C,0.981371045,0.986682834,1.019592178
YMR272C,0.905088381,0.914555585,1.029548764
YMR272W-B,0.991566393,0.970148445,0.970724593
YMR273C,0.970942836,0.978848396,1.001550649
YMR274C,1.021245855,1.004757887,1.006140991
YMR275C,1.003775285,0.985692641,0.954474063
YMR276W,0.921938865,0.892381978,0.978776244
YMR278W,1.000382744,1.003070477,1.033422951
YMR279C,0.99867396,0.989298454,0.982973327
YMR280C,1.042950515,0.968485209,1.01616206
YMR282C,0.876349366,0.912419491,0.947531389
YMR283C,1.023752595,1.012895649,1.019893332
YMR284W,0.86765774,0.94247073,1.005867868
YMR285C,1.070939603,1.001645921,0.986918636
YMR286W,0.986638291,0.796695002,0.812116869
YMR289W,0.919391452,0.937082288,1.013906669
YMR291W,1.017428644,1.058191078,1.004736523
YMR292W,1.009441466,1.06439368,0.994466973
YMR293C,0.778319592,0.615821206,0.726241912
YMR294W,0.693677035,0.678061198,0.79727692
YMR294W-A,0.983979819,0.954315915,1.011612381
YMR295C,1.005863273,1.039828739,1.106948872
YMR297W,1.034120313,1.052084132,1.048724603
YMR299C,0.701714612,0.710594989,0.832887126
YMR302C,0.982134511,1.013480575,0.995178749
YMR303C,1.014755367,0.998673424,1.014495101
YMR304C-A,1.01945241,1.028831746,1.018780175
YMR304W,1.080875305,1.068328426,1.005103129
YMR305C,0.968020483,1.021328927,1.013144726
YMR306C-A,0.974522724,1.022646515,1.092398749
YMR306W,1.005839375,0.97768256,0.985621881
YMR307W,0.489801564,0.544505223,0.570037261
YMR310C,0.868787089,0.904123173,0.929188138
YMR311C,0.987464145,0.947120837,0.95347704
YMR313C,1.000852793,0.976005312,1.018262861
YMR315W,0.98836998,1.000032443,0.980113827
YMR315W-A,1.02418578,1.013781868,1.036217211
YMR316C-A,0.960651782,0.990535773,0.969380378
YMR316C-B,0.986909383,1.017339604,0.992502351
YMR316W,0.914495802,0.919204516,0.933439112
YMR317W,0.98560088,0.97669369,1.015263266
YMR318C,1.00838808,0.974060885,1.046912439
YMR319C,1.014057743,0.988300474,0.989627938
YMR320W,0.996037434,0.967693955,0.993895307
YMR322C,0.955048424,0.919813735,1.019876909
YMR326C,0.557309583,0.591206769,0.694640097
YNL001W,0.881853387,0.841939255,0.871829889
YNL003C,1.040323958,0.968848095,0.980377953
YNL004W,0.960700667,0.932096158,0.978260748
YNL005C,0.954348473,0.965691538,0.948437878
YNL008C,1.006756412,0.978411441,0.979282898
YNL009W,0.99043079,0.954178486,0.993000108
YNL010W,0.967217978,0.951744085,0.990166103
YNL011C,0.987157037,0.997513369,1.055424802
YNL012W,1.04418391,0.975578559,0.972642212
YNL013C,1.052211503,1.022796034,1.041295649
YNL014W,0.820412895,0.771825626,0.979379482
YNL015W,0.881034476,0.838843846,0.864311299
YNL020C,0.990153262,0.982626534,0.974642417
YNL021W,0.931475056,0.840237744,0.96767549
YNL022C,0.975615978,0.975097217,1.005293805
YNL023C,1.004568638,1.029073613,1.05135776
YNL024C,1.024446603,1.050709098,1.021793979
YNL025C,0.519690506,0.367658312,0.590151395
YNL027W,0.957242099,0.913443587,0.980234726
YNL028W,0.945547554,0.953521756,1.002542481
YNL029C,0.990150502,0.968783089,1.018124604
YNL030W,0.914464078,0.914331846,0.905435666
YNL031C,0.990000557,0.993001125,0.960684736
YNL032W,0.823427993,0.772528299,0.838146987
YNL034W,1.018198307,1.00007725,1.012631881
YNL035C,1.009072586,0.983620682,0.974962433
YNL037C,0.721661511,0.47949778,0.820654566
YNL041C,0.742665851,0.727261333,0.896446941
YNL042W-B,1.021452285,1.018753012,1.000890524
YNL043C,1.085446863,1.021409302,1.022130477
YNL044W,1.058432048,1.025948148,1.026143798
YNL045W,1.007985147,1.002756914,1.011337567
YNL046W,0.990734166,1.003621108,1.017330689
YNL047C,0.951305138,0.914542916,0.978910913
YNL049C,1.00730439,1.002312603,1.008776621
YNL050C,0.973073519,0.930298136,0.967366873
YNL051W,0.810288806,0.880077974,0.951446164
YNL052W,1.05161643,0.955952035,0.982485889
YNL053W,0.905417887,0.92772759,1.007410566
YNL054W,0.957113524,0.968980345,1.02373936
YNL055C,0.801200136,0.712685358,0.833607519
YNL056W,0.880851324,0.856297352,0.938418167
YNL057W,0.811847034,0.886636161,0.954587335
YNL058C,0.934591174,0.856479567,0.972398499
YNL059C,0.779834315,0.576058151,0.792762547
YNL063W,0.963873414,0.973145279,0.963942375
YNL064C,0.459252907,0.54454191,0.62382854
YNL065W,1.094646342,0.998518036,0.946963664
YNL066W,0.992472697,0.987654966,0.981685997
YNL067W,0.645688293,0.652486969,0.732456892
YNL067W-B,0.780408094,0.774720192,0.776696184
YNL068C,0.929925191,0.906941623,0.959157581
YNL070W,0.939504926,0.910543441,0.90887567
YNL071W,0.483313141,0.324314816,0.97565206
YNL072W,0.975880018,0.968036564,1.002345315
YNL073W,0.932493701,0.630209884,0.804888618
YNL074C,1.043979658,1.035912387,1.03716014
YNL077W,0.913710765,0.914787249,0.988032678
YNL078W,0.981800032,0.98926427,1.004720684
YNL079C,0.871577073,0.873111549,0.93877216
YNL080C,0.486723668,0.515646284,0.680563946
YNL081C,1.002164798,0.960219207,1.0550654
YNL082W,0.78636274,0.727768813,0.7395329
YNL083W,0.991782966,1.004165607,1.048053936
YNL084C,0.994321377,0.911030983,0.920349883
YNL085W,0.946510917,0.91671661,1.026358086
YNL086W,0.983169446,0.954717409,1.047001768
YNL087W,1.059752978,1.037612793,0.999238475
YNL089C,0.916181118,0.955545657,0.987413348
YNL090W,0.980310639,0.976834974,1.006400613
YNL091W,0.767352062,0.78987416,0.881933046
YNL092W,0.967137663,0.97254346,1.000587676
YNL093W,0.998986799,0.991534705,1.01127612
YNL094W,1.015410419,0.988299146,1.036156507
YNL095C,0.950423909,0.986972733,1.003884485
YNL097C,1.03611348,0.993988137,0.854336094
YNL097C-A,0.978010544,0.969438022,0.996747719
YNL098C,1.035296915,0.967036367,1.056647331
YNL099C,0.849837215,0.834805824,0.907270923
YNL100W,0.986510388,0.918611031,0.989216108
YNL101W,1.020607945,1.003311173,1.05084125
YNL104C,0.69060164,0.45889695,1.049020493
YNL105W,0.949495704,0.966582972,1.045199192
YNL106C,0.940116075,0.938479623,1.041718069
YNL107W,0.839154407,0.66069018,0.866960405
YNL108C,0.970529495,1.00968669,1.031540808
YNL109W,0.937029117,0.957542393,0.976093647
YNL111C,0.978335233,0.99440596,1.046207056
YNL115C,0.954483249,0.954617873,1.013143264
YNL116W,0.93970672,0.961040849,1.008164712
YNL117W,1.031116517,0.888294911,0.932847583
YNL119W,0.684857815,0.685365003,0.812897185
YNL120C,0.745134632,0.69255716,0.74369249
YNL121C,0.98644675,0.927536476,0.942508383
YNL122C,0.939982526,0.930747758,0.967393176
YNL123W,0.954260831,0.971003061,0.986953816
YNL125C,1.001462035,0.98281617,1.008217522
YNL127W,0.99339928,0.985605677,0.940715264
YNL128W,1.093269432,1.045012097,1.088107843
YNL129W,0.973378681,0.980201545,1.025847872
YNL130C,1.005108018,1.022944158,0.997513895
YNL130C-A,0.982866262,1.010400073,1.001109847
YNL133C,0.913554572,0.497254591,0.661957503
YNL134C,0.977591331,0.985442193,1.006446015
YNL135C,0.702684208,0.719093182,0.759685622
YNL136W,0.891610705,0.81594547,0.782941476
YNL138W,0.965233232,0.974823497,0.935503605
YNL139C,0.980082596,0.969450133,0.979544338
YNL140C,0.912867494,0.926963869,0.930306889
YNL141W,0.911168549,0.974195661,0.981341005
YNL142W,0.998137443,0.996428075,1.039021427
YNL143C,0.933407114,0.919843252,0.959674527
YNL144C,0.95555445,0.970337539,0.972156829
YNL145W,0.927030232,0.911686738,0.918579394
YNL146C-A,1.066414595,1.055436557,1.036231182
YNL146W,0.987809275,0.960628404,0.945004794
YNL147W,0.632877277,0.718553502,0.683163822
YNL148C,0.664877319,0.545208928,0.836237288
YNL153C,0.816051346,0.752504582,1.039285839
YNL154C,0.976231109,1.011342982,1.003244019
YNL155W,0.980838871,0.989124243,1.028553925
YNL156C,1.02456645,1.015245873,1.00774263
YNL157W,0.985399493,1.008567206,0.984291515
YNL159C,1.001836294,1.006049642,1.018989944
YNL160W,0.887503209,0.811164238,0.795793633
YNL162W,0.882072328,0.887670436,0.902300921
YNL162W-A,0.939358199,0.884601955,0.988145023
YNL164C,0.879130562,0.892727307,0.983937234
YNL166C,0.935226876,0.99049008,0.999642067
YNL167C,1.026280931,0.991949155,0.948054426
YNL168C,1.023603511,0.996255129,1.050407221
YNL169C,0.838847515,0.74866923,0.853742497
YNL170W,0.46521028,0.606685711,0.688118864
YNL171C,0.646168743,0.638155439,0.683230615
YNL173C,0.969372807,0.985583042,0.995847796
YNL175C,0.972075164,0.982419469,1.087723141
YNL176C,1.041482206,1.001073515,1.03663098
YNL177C,0.856310745,0.797300459,0.78709116
YNL179C,1.02705599,1.026664618,1.086959771
YNL183C,0.998002842,0.667161147,1.06878573
YNL184C,0.873270591,0.862057816,0.877836338
YNL187W,0.966655131,0.992150191,0.989604897
YNL190W,0.86885518,0.849701238,1.033873593
YNL191W,0.961683295,0.955463279,1.03432808
YNL192W,0.965853458,0.950585251,0.970398952
YNL193W,0.961467026,0.98247412,1.031972651
YNL194C,0.985870795,0.978715518,0.996296342
YNL195C,0.969427377,0.967797839,0.986564419
YNL196C,1.09097917,1.008407162,1.021187032
YNL197C,0.836942564,0.72848668,0.915483267
YNL198C,0.79013235,0.780478033,0.751726648
YNL199C,0.752980504,0.749644278,0.672480649
YNL200C,0.96566106,0.99447152,1.033702177
YNL201C,1.010939718,1.030338029,1.013776562
YNL202W,0.977491168,0.953825525,0.981810188
YNL203C,0.992330843,0.998164645,0.856780091
YNL204C,0.960530797,0.956075305,1.10976103
YNL205C,1.022284994,1.045884292,1.065010235
YNL206C,0.961707589,0.913300969,0.957528201
YNL208W,0.941992551,0.901397405,1.041290503
YNL211C,1.039238331,1.019897962,1.035891887
YNL212W,0.962317337,0.976157641,0.978332812
YNL213C,0.951217299,0.763148519,0.748401046
YNL214W,1.015663125,0.979540965,0.981685884
YNL215W,0.576647266,0.605163844,0.73303179
YNL217W,1.022451189,0.986444207,1.053271678
YNL219C,0.848859939,0.945654807,1.02999891
YNL223W,0.923138086,0.970360481,1.010105467
YNL224C,0.820896581,0.857083069,0.881626428
YNL225C,0.448488571,0,0.289614741
YNL226W,0.526098064,0.602249311,0.74482402
YNL227C,0.913040071,0.906356843,0.882709958
YNL228W,0.842443094,0.84993843,0.825393622
YNL229C,0.677554481,0.601852234,0.791492007
YNL230C,0.965834474,0.937246243,1.009170413
YNL231C,1.015799099,0.961442186,1.07292645
YNL233W,0.835738477,0.876792217,0.990974029
YNL234W,1.004111954,1.013679399,0.920533977
YNL235C,0.927034741,1.044577824,0.917984411
YNL236W,0.979446366,0.970027614,0.973086346
YNL237W,1.032823219,1.01556683,1.06160763
YNL238W,0.558183781,0.335570535,0.868595348
YNL239W,1.042054531,0.980306697,1.069315392
YNL242W,0.984995256,1.016259548,0.986199049
YNL246W,0.841133361,0.8385859,0.940489988
YNL248C,0.729331345,0.70351127,0.746119752
YNL249C,1.018335273,0.998930473,1.022092745
YNL250W,0.658995504,0.719369459,0.772899889
YNL252C,0.972146734,0.784846087,0.859280753
YNL253W,0.935966003,0.967707384,0.986613732
YNL254C,0.980899213,0.971376684,0.999489439
YNL255C,1.002306109,1.010635937,1.0019062
YNL257C,1.000168543,0.98827967,0.976178981
YNL259C,0.911794213,0.83256665,0.914438718
YNL264C,0.875265022,0.963407502,0.879401838
YNL265C,0.983650949,0.955171343,1.010626323
YNL266W,0.997900549,0.950071942,0.987007058
YNL268W,0.938477663,0.962796514,0.965718832
YNL269W,0.945114443,0.967077379,1.039076493
YNL270C,0.941485011,0.962435776,0.9854143
YNL271C,0.886366757,0.933384644,0.967598006
YNL273W,0.830428995,0.858151466,0.895394004
YNL274C,1.02010083,1.005159836,1.047154067
YNL275W,0.946861049,0.953308385,0.978081581
YNL277W,0.838414387,0.79958434,1.014557229
YNL277W-A,1.018352307,0.966630186,1.016204607
YNL278W,0.959306875,0.970592438,0.994571435
YNL279W,1.004859712,1.037185024,1.026207272
YNL280C,0.8641133,0.812113144,0.773166966
YNL281W,0.991354531,0.98802284,0.961731606
YNL283C,1.037777587,1.004245443,0.991414705
YNL284C,0.873098982,0.697167143,0.784693994
YNL285W,1.081572261,0.977012018,1.028958149
YNL286W,0.997508694,1.031263653,1.000986607
YNL288W,0.970797029,0.930623426,0.946739742
YNL289W,0.949725362,0.958981447,1.007942436
YNL291C,1.021115475,0.958418375,1.052425057
YNL292W,0.995560841,0.943839227,1.012807464
YNL293W,1.011684434,0.983185146,1.03197684
YNL294C,0.866261819,0.88919323,0.930793287
YNL295W,0.971610758,0.961536914,1.027134433
YNL296W,0.722816825,0.706993085,0.603932627
YNL297C,0.595088255,0.725336932,0.872019856
YNL298W,0.803720331,0.854255208,0.970791188
YNL299W,0.898240825,0.838306477,1.006081769
YNL300W,1.022656617,0.978778447,0.996520357
YNL301C,0.784361601,0.75773115,0.90237088
YNL302C,0.427810034,0.502371117,0.551638106
YNL303W,1.015874713,0.978567338,0.969836878
YNL304W,1.013756108,1.002250681,1.017582734
YNL305C,0.771938539,0.811919691,0.949568856
YNL307C,0.918128799,0.821329454,1.012210483
YNL309W,1.055615091,1.051069714,1.017149229
YNL311C,0.914801609,0.53945852,0.992261074
YNL314W,0.949920992,0.962661995,0.98324708
YNL315C,0.788326369,0.735807018,0.689303439
YNL318C,1.018486883,1.038412034,1.056851689
YNL319W,1.014835098,0.954377423,1.007798723
YNL320W,0.975700428,0.963505361,0.986992092
YNL321W,0.997713022,0.98159488,0.993816436
YNL322C,0.674644312,0.541366334,0.960290863
YNL323W,0.623343067,0.745206965,0.90016438
YNL324W,0.902073462,0.931360364,0.973765514
YNL325C,0.868470873,0.915482045,1.029774541
YNL326C,0.775057472,0.774509061,1.078372364
YNL327W,1.000853796,1.042407417,1.036948153
YNL328C,0.987871517,0.965772864,1.004044629
YNL329C,1.058314089,0.930537496,0.948551229
YNL330C,0.986403262,0.975510248,0.997067864
YNL332W,1.072750029,1.06149229,1.022845143
YNL333W,0.991985649,0.99347294,1.005037913
YNL334C,1.005184214,1.020805023,1.04105644
YNL335W,0.978164441,1.09498318,0.998257072
YNL336W,0.986067832,0.972311257,0.994584253
YNL338W,1.00641392,1.027602684,1.014845271
YNL339C,0.992795819,1.00716149,0.974105138
YNR001C,0.932135466,0.890416573,0.945544919
YNR002C,1.024982542,1.01257769,1.029311067
YNR004W,0.745820518,0.874634969,0.874794955
YNR005C,0.891998771,0.807015883,0.863113036
YNR006W,0.700031772,0.721555059,0.752734345
YNR007C,1.011828122,1.025750204,1.03107862
YNR008W,1.040875529,0.995005737,1.022822483
YNR009W,1.048873366,0.997342712,0.966405969
YNR010W,0.762014603,0.615660761,0.830492159
YNR012W,1.019423654,0.980963248,0.945532198
YNR013C,0.88754714,0.82287514,1.003590377
YNR014W,0.992191182,0.966446783,1.014053042
YNR015W,1.058479161,1.002613779,1.029753267
YNR018W,1.009791049,1.008498762,0.948892805
YNR019W,0.953671648,0.972024333,0.995637854
YNR020C,0.883305396,0.787393051,0.791265046
YNR021W,1.000196958,1.005773725,0.937353712
YNR022C,1.108122609,1.09723548,1.063638961
YNR024W,0.940160664,0.956530963,0.977868657
YNR025C,1.011171376,1.0029662,1.025972726
YNR027W,0.994124766,0.968085944,0.99353536
YNR028W,0.94062551,0.967879189,0.966400738
YNR029C,0.936425736,0.91695539,0.987462974
YNR030W,0.791785241,0.855893334,1.003157616
YNR031C,0.985316834,0.974517761,1.024200385
YNR032C-A,1.062909063,1.0157754,0.929954606
YNR032W,0.94193051,1.027998314,0.861150561
YNR033W,0.984319199,0.967463523,1.025318864
YNR034W,0.997715031,0.994195194,1.021313734
YNR037C,0.411934619,0.419349499,0.581145794
YNR039C,0.968601137,1.023340612,1.022858381
YNR040W,1.024710849,0.993983196,1.029021047
YNR041C,0.920269527,0.960331596,0.939447508
YNR042W,0.951807552,0.968301067,0.981713186
YNR045W,0.912507134,0.915045569,0.952886778
YNR047W,0.847077894,0.785094547,0.966478045
YNR048W,0.93500929,0.953061584,1.033754589
YNR049C,0.99109494,0.97089975,0.997003207
YNR051C,0.890542301,0.74232388,1.082099525
YNR052C,0.466829449,0.493107285,0.640408359
YNR055C,1.022784892,1.018922112,1.058603361
YNR056C,1.025030672,0.984881386,0.991612104
YNR057C,0.999222145,0.979232767,0.979675375
YNR058W,0.969303606,0.926767003,1.041579557
YNR059W,0.815611901,0.814929803,1.023918082
YNR060W,0.991202202,0.998452112,1.029261591
YNR061C,0.960425218,0.989343441,0.997861525
YNR062C,1.009180448,1.010672514,1.065861092
YNR063W,0.966409534,0.983008985,1.057356196
YNR064C,1.051291153,1.027371946,1.038555596
YNR065C,0.969488686,0.99925418,1.043303275
YNR066C,1.018101785,0.988005014,1.026234591
YNR067C,0.995607002,0.949275613,1.096640784
YNR068C,0.938635956,0.966439638,0.950948816
YNR069C,0.995706342,0.967913214,0.995445993
YNR070W,0.766239191,0.800059733,0.995090976
YNR071C,0.995621035,1.004651767,1.00285524
YNR072W,0.958977243,0.920545431,0.959778303
YNR073C,0.973781645,0.977349516,0.977644176
YNR074C,0.879694519,0.911208349,0.949953033
YNR075W,0.949980881,0.884426079,0.976549702
YOL002C,1.012743751,0.999796935,0.986976526
YOL003C,0.872778215,0.936088735,0.975831821
YOL004W,0.868772034,0.81580653,0.742454278
YOL007C,0.988726256,0.976787245,1.009906152
YOL008W,1.03976994,0.909599172,0.881778245
YOL009C,0.707673035,0.521997038,0.880011156
YOL011W,1.072526876,1.032762826,1.081849973
YOL012C,0.994955641,0.947380537,1.007312073
YOL013C,1.030742287,0.961500519,0.995031397
YOL013W-A,0.966996607,0.987986338,1.025039285
YOL013W-B,1.019258493,1.018831106,1.038134582
YOL014W,0.991040436,1.011499306,0.970953908
YOL016C,0.982628222,0.986080981,1.054770072
YOL017W,0.969780171,0.953009135,0.993821297
YOL018C,0.796123722,0.880522038,0.866086816
YOL019W,0.974915702,1.016675859,1.038523714
YOL019W-A,0.944227983,0.974527409,0.996955912
YOL020W,0.981492468,0.963937985,0.994082839
YOL023W,1.069729426,0.910343466,0.923793913
YOL024W,0.984963795,1.008388658,0.982822647
YOL025W,0.947333297,0.947764498,0.973637559
YOL027C,1.009037556,0.899639368,0.906173987
YOL028C,0.964868351,0.973196107,0.997584528
YOL029C,0.975397026,0.927909284,0.950828344
YOL030W,0.931650257,0.886637046,0.875930947
YOL031C,1.022960592,1.01090181,1.001774012
YOL032W,0.97483852,0.94296432,1.012286283
YOL033W,0.899557861,0.700215764,0.712834901
YOL035C,0.924847507,0.943339809,0.978537734
YOL036W,0.994605327,0.982957978,1.01900839
YOL037C,1.020759109,1.021337918,1.014552237
YOL038C-A,0.962450763,0.94699782,0.965506074
YOL039W,0.763127933,0.825566558,0.867270146
YOL041C,0.667288813,0.737520306,0.847164564
YOL042W,0.967869605,0.962241746,1.012711134
YOL043C,1.005666652,1.01165124,1.014316267
YOL044W,1.063396117,0.992946656,1.005447838
YOL045W,0.995411821,0.988221837,1.018828386
YOL046C,0.999416402,1.031475227,1.08203476
YOL047C,0.960963883,0.981313082,1.013750216
YOL048C,0.981071739,0.998353256,0.996697342
YOL049W,0.699264202,0.665554722,0.74737548
YOL050C,0.884994914,0.925624229,0.94321012
YOL051W,0.966247911,0.992348958,0.986612968
YOL052C,0.139862444,0.271357151,0.982518611
YOL052C-A,0.964336791,0.959979932,0.9500469
YOL053C-A,1.014787819,1.024343605,1.036329584
YOL053W,0.955575717,0.993773994,0.993640641
YOL054W,0.997047571,1.000855994,1.004956115
YOL055C,1.007380654,0.973865991,0.982333558
YOL056W,0.946210619,0.960857604,1.033126392
YOL057W,0.969221809,0.987251801,1.022023312
YOL059W,0.992203134,1.018246884,0.995723381
YOL060C,0.970865253,0.886668931,0.970901843
YOL061W,0.711306209,0.764756985,0.805913409
YOL062C,0.98859517,0.917455703,0.982203433
YOL063C,1.041768675,1.031774694,1.00003885
YOL065C,0.961795481,0.954404698,0.982810653
YOL068C,1.030835444,1.02131192,1.042246913
YOL070C,0.935222801,0.981218386,0.97277164
YOL071W,1.026291727,0.95896548,0.91999128
YOL073C,0.991992505,0.94480414,0.986957039
YOL075C,0.989206329,1.030587133,0.99602754
YOL076W,0.663990508,0.709079292,0.822830062
YOL077W-A,0.986628811,1.021622752,1.021977081
YOL079W,0.894539923,0.95443257,0.962343961
YOL080C,0.9434837,1.084632399,0.962592941
YOL081W,0.990147583,0.943635953,1.019925314
YOL082W,1.005078706,1.016348227,1.027596134
YOL083W,1.067534065,1.073309602,1.035054194
YOL084W,0.976609136,0.981065691,1.009512334
YOL085C,0.97999275,0.950975567,0.979078555
YOL086W-A,0.975436299,0.992138479,0.984724029
YOL087C,1.138395737,1.139919062,1.055194319
YOL088C,0.975685644,1.010499039,1.00798806
YOL089C,0.918400115,0.963447449,0.981504699
YOL090W,0.960923784,0.944355497,0.912145076
YOL091W,1.00813823,0.987532322,0.971597989
YOL092W,1.013241416,0.951334619,0.997962338
YOL095C,0.946734404,0.966576007,0.952849681
YOL096C,0.981097712,0.851448238,0.834486609
YOL097W-A,0.931072579,1.041275174,1.004299602
YOL098C,0.984554287,1.010206735,1.041103215
YOL099C,1.017094747,0.991931409,1.002237852
YOL100W,0.939187325,0.758346346,0.864132525
YOL101C,0.997381458,1.01149441,1.068105831
YOL103W,1.018381105,0.949659196,0.947827537
YOL104C,1.030097498,0.964503331,0.99191735
YOL105C,0.998892124,0.977774667,1.007540124
YOL107W,1.03893966,1.011084964,1.003112727
YOL109W,0.993158854,0.992009238,0.974134157
YOL110W,1.061323454,1.0087889,1.07940978
YOL111C,1.008008146,1.00314056,1.014816308
YOL112W,0.997687988,0.99059885,1.05487163
YOL113W,1.10317303,1.093974201,1.12959211
YOL114C,1.041854041,1.018736527,1.011139997
YOL115W,1.013898324,1.002894909,0.97452517
YOL116W,1.011946147,1.092150806,0.975657351
YOL117W,0.994110315,1.000885349,1.074575872
YOL118C,1.050321226,0.996888875,1.029409536
YOL119C,0.949342358,0.944019362,0.886863824
YOL122C,0.947778286,0.976560757,1.015319703
YOL124C,1.01315364,0.999842808,0.961835847
YOL125W,1.013544981,1.037773406,1.031917173
YOL126C,1.05704711,0.997213531,1.019080744
YOL128C,1.027964507,1.01438199,1.121845369
YOL129W,1.010939075,0.988793197,1.024482522
YOL131W,1.003738519,0.978782536,1.0241435
YOL132W,1.02470529,0.991226914,1.010475709
YOL136C,1.060336953,1.041593649,0.990863138
YOL137W,0.986331127,0.978419438,1.000049846
YOL138C,0.945958042,0.887455789,0.963279954
YOL141W,1.038065339,0.982122069,1.016899634
YOL147C,0.980786418,0.989642836,1.010223724
YOL150C,1.009517484,0.993745674,1.031975306
YOL151W,0.949901323,0.95399081,0.991428569
YOL152W,0.978030601,0.968403419,0.999599709
YOL153C,0.962298396,0.967788178,1.044607265
YOL158C,1.001306944,0.997986912,1.026917818
YOL159C,0.960730726,0.937413509,1.025399694
YOL159C-A,1.015728115,0.96560792,0.967502012
YOL160W,1.008614649,1.00290515,1.016016273
YOL162W,0.95403765,0.925507931,1.031751833
YOL163W,1.035104456,1.001269666,1.087323393
YOL164W-A,1.000355731,1.017367045,1.001491559
YOR001W,0.77014055,0.833344054,0.861904195
YOR002W,0.597836809,0.759823522,0.973628882
YOR003W,0.955620593,0.940242246,0.990093887
YOR005C,0.76036822,0.777561152,1.100701636
YOR006C,0,0,0
YOR007C,0.950779925,0.978262961,0.995577318
YOR008C,0.956393449,0.968275988,0.958807494
YOR008C-A,0.999704684,0.990160233,0.990428601
YOR009W,1.008606173,1.006017065,1.022658623
YOR010C,1.048897297,1.028658498,1.020353682
YOR011W,0.958016976,0.985770698,1.011064228
YOR012W,0.897726596,0.937267035,1.017304604
YOR014W,0.639236402,0.767687648,0.93165504
YOR015W,0.991863261,1.021343331,1.013102459
YOR016C,1.009615954,0.989423998,1.049466734
YOR018W,0.766027958,0.834440966,1.116107473
YOR019W,0.963996689,0.973316362,1.052705349
YOR020W-A,1.017404614,1.005806452,1.027391168
YOR023C,1.03530997,1.052995142,1.006230458
YOR024W,0.966325844,0.976852991,0.978255926
YOR025W,0.954637225,0.971892294,0.979678152
YOR026W,0.521261768,0.504892264,0.684508807
YOR027W,0.970377843,0.987949777,0.971920305
YOR028C,1.006756421,1.008362647,1.002057892
YOR029W,0.910715309,0.925115231,1.088335869
YOR032C,0.972087517,1.005032779,0.989263356
YOR033C,0.987479095,1.001689127,0.865855103
YOR034C,0.955285367,0.962160186,0.996058212
YOR034C-A,1.02483523,1.007199848,1.04773014
YOR037W,1.10716862,0.977106982,0.93623924
YOR038C,0.852667712,0.891889361,0.946073528
YOR039W,0.885141987,0.810098734,0.884209896
YOR043W,0.822729056,0.811913312,0.942122721
YOR044W,0.973200079,1.000754221,1.030291603
YOR045W,0.860922805,0.813013021,1.061660477
YOR047C,0.978986508,0.96601359,1.013589743
YOR049C,1.002065981,0.984616092,0.998568994
YOR050C,0.973778996,0.9996185,1.00196562
YOR051C,0.956307966,0.928925112,0.980143837
YOR053W,1.040933921,1.029077141,1.005780397
YOR055W,1.006755665,0.984336464,1.030830166
YOR058C,1.027178963,1.007628897,1.034919116
YOR059C,0.95040628,0.931996027,0.969655137
YOR061W,0.614999636,0.71677765,0.844122985
YOR062C,0.890166242,0.896044349,1.030839132
YOR064C,1.011915605,1.00257484,0.994212434
YOR065W,0.962746757,0.829405289,0.780488583
YOR066W,1.016882869,1.039675063,1.018134329
YOR067C,0.607293678,0.705003686,0.960404665
YOR068C,0.901986112,0.829570993,0.980700757
YOR069W,0.84033282,0.721693505,0.930175844
YOR070C,0.849850834,0.833010503,0.929595663
YOR072W,0.994676725,1.000478255,0.957023658
YOR073W,0.858126427,0.910523981,0.961687404
YOR076C,0.829764563,0.926041925,0.926940663
YOR078W,0.530536056,0.630144752,0.687490789
YOR079C,0.978651418,0.985220824,1.042425892
