Accession,Gene,NH4,Gln,Phe,Ile
P40094,COG3,96.35583694,126.3285359,177.447806,166.6781484
P40095,YER158C,4.143298311,5.746469697,8.442796456,9.155358077
P40096,BUR6,146.3300094,179.4417843,268.715208,249.6670396
P40098,FMP10,86.45715182,157.3030746,210.1586155,215.8652969
P40106,GPP2,1229.712984,1492.248091,1609.640459,3582.039692
P40107,VRG4,3.852699659,3.818013,5.014813892,4.23003855
P40150,SSB2,11939.21946,18392.84886,22621.04256,29329.55016
P40151,MGS1,1.645627974,1.722005131,2.149713018,2.307197994
P40154,IES2,13.5837186,14.62986118,21.57934409,19.72919579
P40156,RRG9,3.824372933,5.025696939,7.500270042,7.234496026
P40157,VID27,61.41024471,74.79850262,94.32626058,69.4973526
P40159,YNL208W,1.307165762,2.549580281,2.144205176,0
P40160,RIO2,22.20611302,27.12266343,34.38511202,37.1755284
P40161,RTT106,13.70601161,16.15744117,24.50707135,24.22922981
P40185,MMF1,7566.010231,9006.919315,11272.19074,12457.03036
P40186,PCL7,27.79051569,47.90914918,62.29167894,48.13341422
P40187,PIG2,1.206186539,1.383610953,2.048595218,2.09546409
P40202,CCS1,443.9246912,486.1975696,583.4500448,674.473244
P40204,SMX2,46.55220279,63.85526042,72.24451532,55.07531546
P40206,JLP2,18.0108573,36.54370076,48.39434397,51.83056169
P40207,YMR134W,228.3818862,367.199982,454.2826885,400.8652647
P40208,GID8,48.81871739,62.63045302,85.80175134,72.37085053
P40210,SIP5,2.768043349,4.152699435,4.653577081,5.318500614
P40212,RPL13B,18339.09749,23222.9005,31362.90965,36194.55034
P40215,NDE1,925.3657772,2178.96784,2729.774803,3043.893885
P40217,TIF34,3.946197071,3.679977155,4.71726926,6.634326056
P40302,PRE5,2524.950244,2949.804992,3556.866958,3904.256839
P40303,PRE6,2811.218175,2821.976028,3997.471523,4620.035692
P40308,TGL3,3.982870311,4.776489303,6.943446781,5.762138827
P40309,KHA1,6.544731388,10.23507891,11.26671161,3.33265367
P40312,CYB5,366.127406,338.5289162,452.2563156,277.7750746
P40317,SOK1,1.045261974,1.159296341,1.673190309,1.903661758
P40318,SSM4,31.22296832,36.4724569,50.79512336,62.70367909
P40319,ELO3,668.9370295,813.8296038,1229.728387,1148.755392
P40327,RPT2,1663.254288,1977.691998,2497.192618,2872.070571
P40328,YTA6,11.82546365,11.77187872,17.26062872,16.23324573
P40335,PEP8,27.4337359,35.79049611,45.12420621,54.1396719
P40339,RFC4,31.96340654,51.00426364,63.21794384,71.99959803
P40340,YTA7,21.08498695,25.5464855,36.07355677,35.10416701
P40341,YTA12,71.44964565,109.6196928,132.5986544,144.1024729
P40343,VPS27,123.1555953,151.0174744,200.1714787,221.2656034
P40344,ATG3,22.37658328,19.93403209,23.64348807,23.98927218
P40348,RFC2,306.9872632,423.1478326,534.9361503,634.4119064
P40350,ALG5,45.50585618,59.57910156,81.70891049,84.70292221
P40351,ALG8,8.14816124,9.710925629,13.63596576,12.23826692
P40352,RAD26,2.530061965,2.355432603,3.3714863,3.411163496
P40354,NTA1,1.085180251,1.247530022,1.860751218,1.508161474
P40356,PGD1,1.317622642,1.852502758,2.492460866,2.733518987
P40357,SEC9,3.496682306,7.042125384,7.616599563,10.55831399
P40358,JEM1,1.341165821,1.802982553,2.561128506,2.35231355
P40360,ARG2,8.652671342,12.90172744,17.27816164,21.56545316
P40361,YJL070C,3.035453902,4.465648947,5.731499744,3.594424537
P40364,MPM1,22.03208803,62.5995875,60.75624117,62.27016832
P40368,NUP82,33.63263188,41.96923747,58.53313211,61.51087124
P40395,RIC1,5.000250602,6.91170147,9.135549602,7.877515031
P40413,CCT5,313.2437535,374.1710873,459.1965165,597.8290258
P40414,TPM2,97.9159858,70.53932583,54.96281857,156.9610552
P40416,ATM1,103.6525184,168.4970638,229.7858749,240.028417
P40422,RPC10,110.8756046,105.6763589,134.7345874,133.5181576
P40433,PFK26,7.794890711,10.62248892,14.88708173,14.36628527
P40452,COA1,293.6418986,486.7148689,666.7802441,648.7164164
P40457,MLP2,7.0686082,8.147598242,11.89853555,11.69333991
P40458,ATG32,1.367830991,2.234659858,2.469109913,2.439989431
P40460,NDC80,7.003431864,8.839910281,12.0659671,10.83672877
P40462,TMA108,24.23615547,33.14389415,44.44134043,44.10271967
P40465,CSM2,1.092295693,1.939796107,1.707591167,1.986650156
P40466,FKH1,7.67102164,7.716895622,12.52818664,11.55135861
P40467,ASG1,21.01189782,25.8582053,37.17510503,37.5044599
P40469,MET18,30.43483276,44.00330772,59.46881218,49.66724948
P40471,AYR1,627.546944,1030.881055,1328.135756,882.1797786
P40477,NUP159,22.07336026,27.22428006,35.83851058,42.37493055
P40478,POR2,0,0.759700936,0.908471238,0
P40480,HOS4,2.35761906,2.781645574,3.771886911,3.75958573
P40482,SEC24,772.0948987,918.3345208,1124.265517,1368.691648
P40483,YIL108W,84.89112712,100.0958789,137.4695078,145.1358708
P40485,SLM1,173.3935416,212.4140453,285.6492495,282.6587204
P40491,FMC1,18.8293832,29.50477499,42.96253086,43.86308427
P40492,FYV10,6.596446483,8.259746156,11.58915726,10.20933651
P40495,LYS12,1987.433828,2172.522944,2562.654656,5524.737333
P40496,RSM25,2.411918078,3.472088465,4.137723001,5.701051861
P40499,ICE2,3.75878395,4.111610682,6.858677761,5.816965739
P40501,AVT7,1.574642777,1.443294079,2.253853183,2.330894715
P40502,AIM19,25.41619782,35.78958567,27.24608355,25.05757368
P40505,SDS3,52.72755926,72.87191621,89.85234247,96.47413516
P40506,CAB2,47.98687132,85.14626212,122.2391936,107.5368781
P40508,YIL077C,10.52341356,11.3279366,16.84407166,17.2762801
P40509,SEC28,108.4589537,135.5185752,163.3653122,156.2803382
P40510,SER33,39.74069121,69.33234808,83.50965981,107.1082823
P40512,PCI8,4.377759612,3.232938237,5.770727381,4.709690946
P40513,MAM33,47.79524204,65.097481,98.50681808,93.44463159
P40515,FIS1,193.2965611,359.4848148,477.0547816,554.1127962
P40518,ARC15,391.1461045,723.8404923,960.3370499,966.7560298
P40522,VHR1,7.712736386,8.87039224,13.42172517,17.37738553
P40523,YIL055C,18.04131108,20.34905941,24.6294706,44.21812345
P40525,RPL34B,3502.780694,5091.768687,5551.528709,6376.045393
P40527,NEO1,30.91608118,40.77171338,57.59198406,67.88816216
P40528,SYG1,2.021489199,2.11290482,3.304276359,2.278545551
P40529,AGE2,1.572018029,2.307745711,3.378269589,3.516991583
P40530,PKP1,4.153991999,6.379944977,8.801461999,6.443154487
P40531,GVP36,3796.096759,6087.438455,6835.465642,12015.08229
P40533,TED1,669.8668227,564.3449956,723.0581251,594.3314991
P40535,CST6,4.54329019,6.071985425,7.288268688,8.955900192
P40537,ULP2,0.08323916,0.266836479,0.451637257,0
P40540,EMC5,558.6427838,836.9850753,1037.202967,1041.664259
P40541,IRR1,12.12416572,17.81883859,23.47832074,20.06378043
P40547,VID28,15.61510411,20.93906572,30.85252598,29.82474562
P40548,SNL1,153.3034718,208.0483601,268.6657091,187.9917298
P40549,MNT3,5.266245088,7.461986939,10.16446554,14.29976051
P40553,DOT5,170.4144346,234.0811334,318.782425,314.5559705
P40555,NAS2,14.66186075,17.39448103,21.42455367,90.90014243
P40556,YIA6,24.11408845,34.27089879,43.32802993,41.35042471
P40557,EPS1,51.04927611,74.27816014,84.02228062,124.5382334
P40558,CFD1,25.50100409,26.71079189,38.69905284,43.80022367
P40559,INP51,1.938521353,3.661031137,3.09822038,1.955757962
P40560,YIL001W,28.11232776,29.98207908,43.6209228,35.28417366
P40562,MPH1,0.955602266,1.168540109,1.753072813,2.147082721
P40563,AIM21,21.71216973,25.73298032,32.59312854,32.37088852
P40564,DJP1,170.8482232,235.4376337,304.1585021,386.1736519
P40568,DSN1,0.253530651,0.33687683,1.135449525,0
P40579,YIR035C,4.110532745,6.450473726,7.988348615,8.310891781
P40580,IRC24,658.7320131,960.6991365,1267.047789,1584.43003
P40581,HYR1,3408.484253,4685.40785,6059.065863,5572.818432
P40582,GTT1,811.0319443,1114.185368,1402.783197,1537.250689
P40693,RLP7,232.457442,317.8229089,438.3060914,476.2174965
P40825,ALA1,1428.112898,1407.347171,1734.684681,2252.450035
P40850,MKT1,420.976537,479.438446,615.8162114,670.9062597
P40851,AXL1,5.233281279,7.549149561,10.81669775,8.970340427
P40856,SAP185,21.34697721,24.021746,31.52623895,34.43686469
P40857,PHS1,35.24701236,53.18509429,74.85472259,66.6645073
P40893,REE1,2.569053162,9.957511203,7.60158573,8.655248463
P40896,YJL213W,51.90112553,100.3213291,111.2758083,196.1899244
P40957,MAD1,14.98415221,19.06013634,27.90359437,26.72143043
P40959,MVP1,31.80239266,38.74795019,51.95195122,47.55916895
P40961,PHB1,923.360711,1490.539991,1556.281413,2670.555268
P40970,LCB2,38.23909449,56.53180289,74.48858736,82.64655526
P40971,LYS14,0.127452535,0.160954309,0.268956948,0.233248548
P40986,CDC1,72.55915336,80.00066592,117.0731554,103.8260106
P40989,GSC2,464.8499998,561.1959863,777.1373858,802.8188704
P40990,MSS2,19.09723735,27.78113119,35.62440827,35.90548557
P40991,NOP2,212.0791596,294.1183687,367.8973299,468.4076413
P41056,RPL33B,426.1440666,578.1963164,629.3980674,669.0851953
P41057,RPS29A,8261.738696,9936.690917,13446.32443,14036.0624
P41058,RPS29B,804.934939,788.0204362,1066.685283,1311.038954
P41277,GPP1,880.0768374,891.9090044,884.2025415,2201.438892
P41338,ERG10,1681.464587,1997.654586,2448.652296,1396.797148
P41696,AZF1,21.78656741,22.35463119,33.70852077,36.11444427
P41697,BUD6,13.62938705,22.51247059,31.94602288,44.11151072
P41733,GAB1,18.60052545,25.52681374,32.74042356,34.00458256
P41734,IAH1,115.7839847,138.1974517,162.2873824,162.2669479
P41800,MMM1,13.7816084,18.81383138,27.94591023,21.63173884
P41805,RPL10,7032.509754,8420.780883,11011.3595,12547.56282
P41807,VMA13,968.4121187,1551.957793,2079.979438,1686.216379
P41810,SEC26,303.3534905,411.8408706,522.5023933,569.3676802
P41811,SEC27,333.8479811,393.1283834,463.9839736,591.0783402
P41812,POP1,19.27766861,22.92812347,28.29918187,35.99549445
P41813,FKH2,1.024265633,1.302171637,1.965264463,1.701302367
P41816,OYE3,480.8327851,561.8100561,584.1044039,410.2946358
P41818,GLC8,8.232405622,12.93902136,11.16304124,6.502878757
P41819,DIM1,43.77447631,51.00183329,64.18104127,88.13593242
P41832,BNI1,3.69677479,6.398417615,8.347202479,8.490562153
P41895,TFG1,2.997723957,3.99037706,5.211545131,5.507390536
P41896,TFG2,19.51397974,24.35231029,35.46245953,28.51904279
P41903,TES1,415.029242,666.3178061,751.4612277,799.6144125
P41909,PXA1,0.377466545,0.823471715,1.006314482,0.917429645
P41910,MAF1,145.076462,143.5693457,189.8462492,109.7009338
P41911,GPD2,127.9629378,191.1123527,234.3186303,207.9758168
P41913,GDS1,2.682286868,6.695919947,3.689307057,3.65333803
P41920,YRB1,2.128109099,3.325819715,3.365433574,3.444932614
P41921,GLR1,501.9281154,715.1706531,789.9543281,867.41067
P41930,SSU1,10.58363986,14.99925763,23.93618757,45.86160944
P41939,IDP2,569.8964082,783.7772189,961.6973753,877.2870132
P41940,PSA1,365.8404847,560.1553793,668.9656097,663.3778365
P41948,MEP2,180.8069814,370.8224972,278.1025926,539.7517438
P42073,REF2,2.86109678,3.448289619,5.130004946,4.892925543
P42826,XKS1,61.95750614,97.49599493,118.6468674,119.6841606
P42838,LEM3,15.44792729,20.11108457,26.51839604,35.51374266
P42840,YNL320W,21.81241622,52.97383594,53.13222568,31.67040057
P42843,SKP2,16.62668865,16.35385899,32.44303372,27.84404736
P42845,STB1,8.22216316,12.74818678,14.2119827,25.83878392
P42846,KRI1,40.9734933,60.59490865,76.62977137,68.61752429
P42847,MRPS18,23.02444745,41.33112793,53.03509798,68.59387955
P42900,SLS1,5.282542858,5.123911633,4.88259622,15.99314767
P42934,PMT6,6.793994838,9.070959172,13.06629514,13.27566825
P42935,ELP2,53.56648958,61.84529175,79.0991163,96.06748689
P42937,YCH1,245.7942392,377.0793127,538.6772723,507.9883516
P42938,TDA10,6.646641509,10.31375954,12.01704576,11.71388275
P42939,MVB12,46.05902259,46.01524418,56.34011592,82.71805461
P42940,CIR1,253.7103232,333.286519,432.8702541,509.711854
P42941,SER2,29.65293515,42.42912084,58.93499464,62.7159307
P42942,YGR210C,8.181208923,10.14997917,14.63957275,14.10355836
P42943,CCT7,1052.035981,1484.781103,1932.757127,1861.239711
P42949,PAM16,182.1921476,369.1294504,446.2173595,525.1023637
P42951,LSB6,13.14573126,15.71022709,20.87713202,22.55621968
P43123,QRI1,280.3324361,408.3730923,536.9956641,598.5069112
P43124,NSE4,4.313819303,4.500666204,3.91185518,5.849208351
P43535,GCN20,7.529007212,9.595306044,12.47711373,17.4799091
P43545,SNZ3,372.7061868,602.3633206,701.9777342,1042.943325
P43549,YFL054C,26.94793948,31.37403814,40.4673228,0
P43554,SWP82,30.07808469,36.2730748,53.07281375,60.40451535
P43555,EMP47,27.25641671,34.64238061,49.27171913,54.94044966
P43556,RGD2,27.97827212,42.56507078,55.35084825,48.77764689
P43557,FMP32,70.91543634,110.8364577,156.7652786,191.4357881
P43560,LAM5,7.47270673,9.354744062,12.60789381,13.35743414
P43561,FET5,109.0310443,95.14970724,136.8176203,139.40131
P43564,YFL034W,3.934780618,5.595324462,7.237361387,6.274828235
P43565,RIM15,1.690724011,2.149843576,2.47411509,2.512683544
P43567,AGX1,121.7225167,359.3319874,420.4241526,300.9174332
P43568,CAK1,53.61140793,68.69744146,90.78505691,102.5683071
P43569,CAF16,97.45409936,114.2689258,182.8804906,174.7825576
P43570,GYP8,1.37869425,2.071938428,2.641460997,3.115361413
P43572,EPL1,4.620922221,6.229836676,8.215944898,7.768525126
P43577,GNA1,238.6379889,301.3638141,341.6620617,414.2750756
P43579,IES1,6.522502294,9.959206392,12.49837891,8.84883918
P43583,BLM10,7.179645055,8.751150968,12.38980181,13.96066975
P43585,VTC2,167.7303352,260.259036,321.0461988,449.9636616
P43586,LOC1,22.3321141,30.19120052,39.81366234,44.50187183
P43587,YPI1,21.18399665,52.07787993,63.26097659,21.39713326
P43588,RPN11,250.552516,412.3352418,473.4659927,791.2317862
P43589,SAD1,0.469408828,0.417672199,0.563938362,0.6660121
P43590,YFR006W,129.0421797,174.2512388,201.9864988,280.9799364
P43591,YFH7,2.650442197,5.240919147,6.60630589,6.432143064
P43593,UBP6,154.9419143,271.8738411,344.8843674,361.8176565
P43594,MIC19,237.2023502,426.0947475,504.7588396,669.8933368
P43596,IOC3,2.190699583,2.796297255,3.611222849,3.149492542
P43597,YFR016C,7.933739885,12.59015365,15.44568057,19.68350867
P43601,ATG18,4.731101108,2.956023855,4.057613737,7.464026648
P43603,LSB3,733.4697815,884.1681475,1133.35789,1210.886007
P43606,PTR3,1.850477492,2.241676152,4.77157831,3.984933223
P43609,RSC8,102.2273113,135.7160517,177.0324549,168.0349525
P43610,IRC5,3.918587913,5.352575889,8.039422268,6.686423681
P43611,OSW7,53.56151662,62.57590489,92.70614356,98.7169764
P43612,SAP155,9.669418096,12.26075477,17.12467183,17.0665012
P43613,ERJ5,1.53847546,2.715673402,3.428112553,3.710025584
P43616,DUG1,1654.224168,1848.874287,2317.461721,4286.504798
P43617,YFR045W,33.62871722,56.47211156,72.43642365,86.19346111
P43619,BNA6,955.130947,1104.77693,1628.193168,1390.136612
P43621,RET2,133.123565,226.5033355,246.69204,379.7252506
P43633,ALK1,3.07971394,7.285813233,7.99312629,3.802849177
P43634,CHA4,3.017128433,2.911952971,4.405479207,4.943041373
P43636,ALG2,4.07893649,9.248369744,14.1321383,6.395888063
P43638,MHP1,8.762558015,12.42479886,17.45955891,16.20854033
P43639,CKB1,241.3907442,385.2710879,484.1964812,464.127196
P43682,SFT1,212.0887056,621.771465,738.1700919,1091.556179
P46151,MET12,70.67331772,86.78869136,116.5720657,129.6763957
P46367,ALD4,22643.32983,45761.46924,58473.69452,63593.79309
P46655,GUS1,3222.755906,4146.518096,5501.437766,5568.678792
P46671,FAR3,10.10290216,12.41624344,18.48113145,12.16229011
P46672,ARC1,174.2226605,440.2819167,440.5725913,504.5735669
P46673,NUP85,0.829396732,1.104930335,1.575100376,1.456454814
P46674,SAC3,1.201502523,1.550606474,2.225809271,2.448296161
P46675,STU2,28.8155599,39.10464961,55.94383028,45.13147356
P46676,SUM1,1.987642999,0.752042928,5.057557285,2.85661458
P46677,TAF1,1.891290244,2.384195552,3.117681842,3.897248394
P46678,BDP1,2.499095912,2.567282285,3.734469395,4.758599414
P46681,DLD2,240.7320152,354.3211566,395.071621,354.5686757
P46682,APL6,38.64160917,54.45025257,76.04107849,65.41540105
P46683,YAR1,387.0262456,455.554403,768.383984,740.0079762
P46784,RPS10B,31233.13152,46435.59657,62140.15593,75047.89775
P46943,GUF1,2.431166352,3.826179512,5.042698056,5.80824371
P46944,TRS85,8.675258765,11.3201421,15.98867938,15.42570519
P46947,BUD13,1.18650605,2.057510055,2.218966893,3.358188499
P46948,SKI6,3.729875603,6.849509307,7.62158173,11.51169215
P46951,YPP1,26.71278701,32.60747214,43.5764284,39.59449026
P46956,PHO86,308.0421364,384.3480764,562.0200243,506.4081237
P46958,IDS2,27.31287297,29.26589489,40.49002542,46.47604145
P46959,GCD14,82.92456352,91.70453625,134.9114278,138.947294
P46962,CTK2,3.103668681,3.999805922,5.76350134,5.536031651
P46963,CTK3,3.906751648,5.152447977,7.258817065,6.296481637
P46964,OST2,141.4714319,180.3952723,254.0240217,234.9263216
P46969,RPE1,345.7636129,446.826339,633.2246213,615.4293075
P46970,NMD5,30.26060634,31.38225287,47.67900789,45.39380551
P46971,PMT4,9.224729482,14.05369052,19.3554172,17.2977123
P46973,HIT1,48.67251062,57.34599133,84.44787231,93.78336853
P46982,MNN5,95.06157795,125.0371334,165.328777,144.2786841
P46984,GON7,47.92715798,56.68452058,83.1619593,61.53983665
P46985,MNN11,39.78006559,61.21167397,74.60592657,78.25835974
P46988,PFD1,119.2707443,176.6562005,252.6416038,180.5961879
P46989,ATG27,77.47041347,107.4104568,155.5152185,104.4087657
P46990,RPL17B,8275.345239,9456.68168,12947.60654,14556.60093
P46992,YJL171C,23.93614772,37.7761118,40.35457761,69.04844958
P46995,SET2,9.449488105,11.68386041,16.80177427,15.45479883
P47001,CIS3,9374.556067,27425.14813,31657.99344,70196.04306
P47005,DAS1,1.285865174,1.409949203,2.2386842,2.014042832
P47006,RPA34,47.20616163,58.91975007,79.84827133,79.31760867
P47007,MRX5,16.29699472,22.71209418,32.06739062,31.42130462
P47008,SFH5,194.4746296,295.1010932,381.7715384,283.4439762
P47011,GLG2,18.91538609,24.6116447,34.83175059,31.11039027
P47015,AIM23,9.634919615,14.04295161,17.17803635,22.89487363
P47016,NIT2,19.71097254,24.91148243,31.76658658,41.35568522
P47018,MTC1,834.4104344,1305.267448,1692.424023,1748.902096
P47025,MDV1,6.9264953,9.279663291,12.039282,11.92196377
P47027,DPB11,0.483598218,0.455873453,0.599196131,1.320385548
P47031,IML2,17.19493331,25.04364304,33.10974706,28.17022126
P47035,NET1,20.64110273,28.01204447,37.67391606,34.07601871
P47037,SMC3,83.14490151,126.939824,171.9409162,172.3403658
P47039,BNA3,197.0526345,243.4103034,278.697626,354.5247951
P47042,IKS1,20.08728871,25.33548289,36.33185492,34.61982798
P47044,YJL055W,62.30817722,116.7236562,150.0726654,166.056255
P47045,TIM54,11.21812889,18.47442031,22.93405983,24.81176354
P47048,YJL049W,17.60458574,21.57391379,28.90702044,30.59510589
P47050,RTT101,2.117450421,2.498969732,3.823545737,3.811769585
P47051,AIM22,2.647387392,3.021245566,3.824575689,2.123765871
P47057,SNX4,17.78352439,22.27608608,30.66761961,29.00611051
P47061,VPS53,5.709539229,7.114422281,10.55043949,9.561802508
P47064,APS3,62.16939259,84.59693731,118.2787433,129.6014272
P47068,BBC1,151.3898399,216.2195411,256.7716918,272.8052719
P47069,MPS3,22.98590147,26.23651735,39.24041121,35.83055414
P47074,MAD3,3.321077769,4.423749517,6.495509492,5.065884849
P47075,VTC4,281.0846892,331.4838179,477.900543,501.1214681
P47076,RPC17,28.56070678,37.14667068,48.00842532,54.30746849
P47077,NOP9,88.09934404,125.7107072,165.10828,179.081632
P47079,CCT8,281.9563081,392.9239212,448.5884183,574.9241122
P47082,AVT1,44.04721804,67.37408033,91.36172067,107.1525024
P47083,MPP10,19.35167019,28.2270405,35.84682379,39.82922975
P47084,MRX12,66.87773365,74.06841916,120.7165742,110.0646498
P47085,YJR008W,40.38569537,63.83904276,84.27188437,87.64532797
P47086,YJR011C,11.1488683,19.26190796,15.13171348,12.49506453
P47089,TMA22,21.75820868,87.11518833,82.4509387,51.8555294
P47095,MDE1,28.39236494,36.61925827,50.2249542,37.40636913
P47096,BNA1,1048.008262,1325.812638,1639.489245,1664.269757
P47103,CPR7,21.5872263,29.21159276,35.63270691,39.70385135
P47104,RAV1,3.814754123,5.132390037,6.916389159,7.30516507
P47111,VPS55,256.5215284,245.5673209,427.5499335,398.5529864
P47112,TAH11,9.819844707,11.76458304,18.28367682,20.80286874
P47116,PTK2,12.59605181,16.12380141,23.4936754,20.28108824
P47117,ARP3,1008.311552,1635.585009,2125.355778,3095.795509
P47119,HAM1,46.77358254,70.18090564,78.41164778,82.43121591
P47120,LIA1,42.37253527,80.83252844,98.15261644,117.8295781
P47122,NPA3,36.71704378,67.76204633,70.6573594,70.02371286
P47123,MOG1,1.60407048,2.395689396,2.894075364,1.762077228
P47124,HOC1,227.7808844,307.4332999,460.1498174,394.4347397
P47125,BNA2,70.18264652,102.8953612,133.0930132,109.9320868
P47127,AIM24,18.84032672,40.74410828,49.91295602,42.6225861
P47129,ACF4,4.99078195,6.810993579,7.697107812,7.382253732
P47130,CSN12,71.27759322,91.36292504,125.0210816,107.289101
P47133,EMC2,308.247002,452.9998248,628.5342884,683.9453792
P47135,JSN1,0.431043654,0.567102047,0.820531283,0.614389831
P47136,BUD4,1.608228791,1.897992308,2.840603954,3.03143911
P47137,YJR096W,280.7835585,310.763227,381.3683917,616.6987636
P47138,JJJ3,48.42524413,32.98134586,46.49180838,45.15496416
P47139,YJR098C,6.304760934,7.429396492,10.88825489,10.1223447
P47142,VPS25,26.27458739,57.82856012,72.73565433,79.13628222
P47143,ADO1,837.0468648,1308.409563,1674.509587,1724.854552
P47147,YMR1,5.32706736,6.423549271,9.349203001,8.957981012
P47148,YJR111C,46.77359452,78.47397062,102.845721,126.1370966
P47149,NNF1,5.349526987,0,12.39160433,15.69745853
P47150,RSM7,217.5856662,352.8300009,465.0514913,470.3586155
P47154,STE24,311.1800787,387.8458527,543.3510699,493.3341747
P47156,JHD2,1.407167186,2.110495303,2.422698955,2.973815558
P47158,IBA57,4.460814795,7.678146274,10.18377841,10.47769979
P47160,ENT3,150.3042238,230.277292,325.1721008,263.5981616
P47164,STR2,8.707578831,11.70234333,13.81555838,19.11401588
P47165,XPT1,248.5520716,522.7593805,602.1610432,610.3269226
P47166,SGM1,3.026836803,4.914636814,5.556353626,10.98957886
P47167,MCM22,5.718740531,6.448173566,7.445058279,7.475185499
P47169,MET5,1270.406253,1715.069926,2096.036704,2647.259987
P47170,IML1,11.69901207,13.76970084,19.07854685,16.64063437
P47173,YJR142W,18.24753621,27.56431796,36.23031603,34.89483127
P47176,BAT2,1411.809718,2671.343798,3167.827769,5119.567062
P47190,PMT3,0.911416984,1.106387025,1.954996092,2.176327228
P47771,ALD2,82.12025904,101.6944959,113.6220501,175.9055388
P47818,CCC1,1052.56496,1551.951213,1966.021385,1717.236648
P47912,FAA4,481.2314899,778.0133717,1010.21036,989.1391289
P48015,GCV1,2332.220627,2482.85671,3064.119636,3791.11807
P48164,RPS7B,6905.0481,10640.52143,12915.26135,19758.25866
P48231,TCB2,1.732691958,2.626511253,3.700211957,3.519545968
P48232,SNN1,13443.18942,17104.59432,27817.79857,40004.18608
P48236,YGR149W,7.02924545,7.848465327,11.94781825,12.91241333
P48237,CCM1,10.14809366,15.00381806,19.64800256,25.4472493
P48239,GTO1,143.2358003,113.9805218,186.2667286,109.3064218
P48353,HLJ1,8.343415185,10.12785027,13.0001085,16.43570309
P48361,ASK10,9.069943275,12.19026552,18.13939331,12.54516651
P48362,HGH1,271.4766605,372.5359198,502.8399932,463.3295592
P48363,PAC10,218.3032657,256.6166288,383.787431,388.3223949
P48365,GYP7,55.22222873,71.28857643,96.12036007,97.84899969
P48412,UPF3,37.23923467,50.47766091,62.89136429,67.56732717
P48415,SEC16,21.96823278,27.33167122,35.01382524,39.02878819
P48439,OST3,118.3570005,142.5937374,210.5634896,202.3664133
P48510,DSK2,460.1290273,286.4465504,300.0057069,393.6624665
P48524,BUL1,3.827055114,4.336511572,6.042274969,5.793712421
P48525,MSE1,1.303288568,2.056165279,2.727226737,3.077868768
P48526,ISM1,7.7263488,14.87974834,20.62518029,17.86821412
P48527,MSY1,36.19218644,66.83614344,87.40596,88.73678467
P48558,BXI1,81.90339898,95.79255307,155.4072201,125.3909407
P48563,MON2,16.86807272,22.97633047,33.11067522,26.70912312
P48566,MSB3,2.49934924,3.130977818,4.487433899,4.169440026
P48567,PUS4,28.39232791,40.59873307,53.52303704,69.81990311
P48569,YDL183C,2.712019287,3.909949385,5.414632603,5.238128917
P48570,LYS20,4400.430707,4662.723837,6203.356805,11124.68767
P48582,BRO1,204.4676189,245.0739572,324.142004,311.2052735
P48589,RPS12,5054.779816,8683.249315,10159.04204,13506.19846
P48606,RBL2,775.8081656,1218.208813,1268.151685,638.8208501
P48837,NUP57,930.9573448,1156.593672,1551.95057,1652.383115
P49017,COQ5,31.40528107,56.09382919,73.44221741,74.05007333
P49089,ASN1,1335.288303,1650.431523,2023.760118,3774.262017
P49090,ASN2,641.8809325,750.6507373,912.7163122,1713.418372
P49095,GCV2,502.0977709,653.8947398,849.6839918,1032.626752
P49166,RPL37A,665.5520722,819.2975456,939.1282563,1025.281166
P49167,RPL38,3172.185774,4872.075325,5819.508901,7805.325001
P49367,LYS4,521.2356785,791.4495644,1051.052821,1517.264993
P49435,APT1,101.6846162,143.1604908,186.4069508,119.5439289
P49687,NUP145,45.2568819,58.62282119,75.39917102,98.21792632
P49704,PRP31,4.977766773,5.980411135,8.373570739,8.644656905
P49723,RNR4,7940.073646,9749.534668,10714.79567,14848.31498
P49775,HNT2,47.03132508,49.78381628,69.16719576,75.01299049
P49954,NIT3,1418.465774,2154.012922,2666.231536,3119.687522
P49955,HSH155,22.4398824,26.28828799,37.57712368,38.72867335
P49957,TRM9,3.168878563,3.63588597,4.413298648,5.616291262
P49960,PRP24,9.148315293,9.731896703,14.33304743,13.93110897
P50079,HSV2,0.90062956,1.131435295,1.720504704,1.834992222
P50085,PHB2,655.2636808,880.5304678,1130.457355,1281.127777
P50086,NAS6,78.09368164,115.7188032,166.0161404,165.3668302
P50087,MIC26,14.04904345,24.36337189,31.60526485,29.87320594
P50101,UBP15,72.55955128,89.93564564,119.4940942,115.794547
P50105,TAF4,258.5929404,218.5802394,376.9856117,488.1137881
P50107,GLO1,2.064393556,2.181770241,2.828802573,3.440096527
P50109,PSP2,2.350709002,3.261447644,4.330876852,5.768752259
P50110,SAM37,45.93463318,65.40738121,84.66318157,91.0945761
P50111,ZDS1,2.646570032,3.15733361,4.135868428,3.747050019
P50264,FMS1,4.892107316,6.071933954,8.496594018,7.628436276
P50276,MUP1,37.05261947,41.4879438,67.11028264,106.3578032
P50278,SOL1,114.1901434,163.4447804,214.6826185,272.5340229
P50623,UBC9,22.14642781,33.12972648,40.68803402,50.11987965
P50861,RIB4,62.01172886,97.95410198,111.8647357,94.86800545
P50874,ORC5,10.83339397,21.01109888,25.42312561,29.36882945
