Accession,Gene,NH4,Gln,Phe,Ile
P17536,TPM1,92.745556,243.1213964,92.9911346,133.3873464
P17555,SRV2,349.1862139,531.5469802,648.0913491,543.5562887
P17558,PET123,110.3456452,180.7156289,211.932862,257.1257458
P17629,HPR1,36.94038462,43.84822731,61.87561313,54.89617473
P17649,UGA1,368.6584245,455.9910026,606.1806932,753.7449271
P17695,GRX2,558.6993286,675.651093,899.4252628,1005.021995
P17709,GLK1,1880.923674,2356.646558,2987.945009,3342.061172
P17883,SKI3,52.09629796,68.15689183,93.33379405,88.39139423
P17890,RPC31,102.1908938,137.8692778,165.0070883,133.1868814
P17891,CLC1,344.6261271,618.4637463,792.2211871,704.9973251
P17898,CPT1,107.6319811,160.0422357,217.8045371,207.183569
P17967,PDI1,983.1235664,1297.523767,1358.815697,1669.148549
P18239,PET9,80492.65918,137566.2442,184728.8969,180264.2595
P18410,SPO7,5.344686273,7.819084267,11.56922216,11.99162046
P18414,ERD2,40.56437026,41.42325619,54.90175851,60.44572711
P18480,SNF5,14.88459398,19.15781747,23.49516895,27.95062414
P18496,ATP10,2.730052271,4.01785875,5.002858221,5.207711261
P18544,ARG8,69.5446843,86.48241919,108.3100531,211.1868851
P18634,ART10,1.642366013,1.230198904,4.050411284,7.175111819
P18759,SEC18,91.24447984,134.2897428,177.9838254,219.1681494
P18851,STE4,19.27077548,25.9304302,35.06784811,39.74709936
P18888,SNF6,8.851899427,4.660609177,16.49786903,11.87474198
P18899,DDR48,216.6487539,389.5916434,602.363983,178.7847999
P18900,COQ1,83.2135428,138.4873396,191.053035,198.2424219
P18961,YPK2,34.62256345,51.88598751,67.26918197,65.47125188
P18962,DAP2,108.5700559,117.2150391,161.8621692,199.8765499
P18963,IRA1,0.817083026,1.071767763,1.518973424,1.251105222
P19073,CDC42,331.3102773,436.4084387,574.3360425,618.7005445
P19097,FAS2,2936.705936,4797.714442,5910.479263,5916.296618
P19145,GAP1,7445.009635,12448.92815,16398.91431,9014.885747
P19146,ARF2,6810.538546,12470.90596,14859.26338,20330.63688
P19262,KGD2,660.2730931,1492.866995,1824.327953,2039.272115
P19263,RGR1,18.42695021,23.76475673,35.00880288,32.34298645
P19358,SAM2,20632.03171,26931.52894,39675.10379,38743.51462
P19414,ACO1,6011.571489,9109.580108,10870.45702,12857.49739
P19454,CKA2,655.3162822,940.2569311,1175.064779,926.4008382
P19524,MYO2,96.81868216,143.4371095,196.8796412,174.2298293
P19658,EXO70,3.812604175,5.045511318,7.268128323,6.661052267
P19659,GAL11,15.21135803,16.112413,22.23066016,24.68224321
P19735,PRP6,34.90553906,43.67549422,61.17105969,47.79081796
P19736,PRP9,1.222798774,1.262233994,1.820283166,1.986529664
P19812,UBR1,8.587773273,10.77256591,15.21686663,15.39607308
P19880,YAP1,1.132057543,1.062822982,1.914355151,1.351929668
P19881,PHO13,16.57520036,36.38517627,41.31005156,35.45088851
P19882,HSP60,8738.257019,12979.79024,15098.85502,20690.98902
P19955,YMR31,225.2445893,469.5454684,572.7475113,672.1314565
P20049,TYR1,113.5939166,153.5576819,203.3152649,250.898814
P20051,URA4,176.3129422,149.4867682,213.9766671,149.9786911
P20052,PHO80,0.750526603,1.080095586,1.053080672,1.449853034
P20053,PRP4,11.47173125,14.04797572,17.720334,16.05977545
P20081,FPR1,1012.187864,1668.027028,1826.567035,2418.004402
P20084,MRPL33,591.0366391,910.5213799,1187.21978,1273.983511
P20095,PRP2,1.926919173,2.744293712,3.830311594,4.537822978
P20107,ZRC1,71.78026051,94.68141342,138.0994472,172.0068492
P20133,BET2,97.74237549,119.3433853,174.2490592,195.7698893
P20134,SFL1,1.554396081,3.336818261,3.57575821,4.308519302
P20424,SRP54,328.6426173,475.7487773,613.5745055,564.0226143
P20433,RPB4,12.34689294,8.648429624,32.52175541,31.68649367
P20436,RPB8,19.42814222,31.94040873,25.09051412,32.1740209
P20449,DBP5,99.92649793,157.7015994,204.0705261,253.4449928
P20457,PRI2,8.441562332,11.65245592,17.02671477,14.45999553
P20459,SUI2,2217.152694,3112.304619,3571.067013,3909.015484
P20484,MAK11,29.20229773,38.50860039,45.32663361,56.28208457
P20485,CKI1,139.173454,208.725247,285.9602307,226.3155998
P20486,CKS1,6.177693704,8.909342584,9.801207463,13.76075691
P20604,SIT4,20.71087901,24.73295508,33.92162081,37.46151592
P20606,SAR1,138.460313,256.028058,340.0508279,393.0323626
P20676,NUP1,5.22204034,5.336195237,7.266477495,8.32646867
P20795,VPS33,6.374104076,7.488840413,10.65907485,14.09485595
P20967,KGD1,279.2013967,510.7482387,639.5911068,724.6215349
P21147,OLE1,26.53866117,37.95724822,50.67590543,58.15309832
P21182,SPE2,43.712269,60.15589091,69.62885181,81.40460844
P21242,PRE10,458.7671275,580.1401665,738.8300342,735.3299959
P21243,SCL1,1019.628789,1074.681168,1493.813361,1430.459613
P21264,ADE2,1561.639474,1889.179632,2188.597653,3132.512363
P21269,CCA1,33.60801599,38.10728247,50.51286258,59.93218046
P21304,PWP1,329.5071497,332.4685339,530.2645479,614.8771675
P21306,ATP15,1.437240669,3.199627097,4.619315816,2.537256941
P21339,MSB1,2.961730503,4.500105812,6.186851858,6.572880564
P21373,UTR1,2.406837396,2.602169309,4.11676122,3.60316665
P21375,OSM1,19.60133734,25.56747811,38.45082829,33.92294353
P21524,RNR1,153.57419,225.1217539,284.6722342,306.6102581
P21538,REB1,102.926185,139.0868273,174.9851991,208.3905682
P21560,CBP3,41.40068134,62.59887747,85.62527518,88.34445525
P21576,VPS1,1408.031771,1766.156078,2416.866792,2006.495973
P21657,DAL81,7.326281001,9.783258563,14.29811655,11.96703114
P21734,UBC1,2243.868104,3182.912989,3699.402272,2681.733388
P21771,MRPS28,101.9697442,173.8709919,182.3279902,202.7379183
P21801,SDH2,1707.20667,2772.947782,3367.892682,3452.06365
P21825,SEC62,253.1250914,317.2910014,423.5552626,513.474904
P21827,SRM1,7.415560842,6.802239463,8.252266258,12.19874001
P21954,IDP1,600.7405222,881.4661791,1096.599545,1279.797591
P21957,OPI1,98.84362071,118.1021779,172.9744198,166.5326098
P21965,MCK1,246.2149274,313.0546387,409.0887985,408.3437651
P22007,RAM1,60.73634085,87.91934545,125.47481,106.3497314
P22082,SNF2,9.11366688,11.67155137,17.02733478,17.69487425
P22133,MDH2,1065.600772,1605.35379,1905.669155,2227.637763
P22134,MAG1,10.84501366,14.88677293,18.95885311,22.69580992
P22135,ATP12,201.8416158,330.018751,436.2801157,460.1615436
P22136,AEP2,9.227066062,14.75011457,21.09332029,19.8760474
P22137,CHC1,328.4711238,503.6552042,627.1473924,658.2198708
P22139,RPB10,34.92287371,43.21933957,63.61956461,57.75821079
P22140,EPT1,4.719075713,12.28649419,15.00691242,22.57355608
P22141,PRE1,874.8762427,1377.509092,1371.383446,1713.665732
P22146,GAS1,604.0634919,449.7507808,563.2718248,634.0819969
P22147,XRN1,125.868158,162.4710797,207.1536597,263.461181
P22202,SSA4,6019.339516,9432.734178,9558.885324,18775.69124
P22203,VMA4,3872.872486,5166.921418,7808.215756,6861.178435
P22204,DBF2,32.59346487,46.61160522,64.03175052,63.35072869
P22209,KIN3,1.180999229,2.270060684,2.524425696,3.205021344
P22211,NPR1,32.11515904,38.30906964,46.88401521,52.03200622
P22213,SLY1,154.5617568,211.8801483,266.3271992,269.4450708
P22214,SEC22,9.821653198,21.37341118,26.46182592,25.52011668
P22215,SLY41,1.865349308,3.575311193,8.653863193,8.377670607
P22217,TRX1,8635.295861,11986.93836,15253.20891,12115.13744
P22224,SEC15,56.03648881,81.95628372,113.9247031,87.86723438
P22289,QCR9,19338.88821,33757.83445,46068.13961,42151.21012
P22336,RFA1,555.627018,687.5607968,859.7169609,986.465039
P22353,MRPL8,64.60463218,113.8846725,135.8204235,161.6407734
P22354,MRPL20,255.6481265,416.7623417,528.3366121,591.5731762
P22434,PDE1,7.872845719,8.614128655,13.507206,11.41657915
P22438,MSM1,1.890852065,2.977447287,4.017329859,4.733829252
P22515,UBA1,783.5668424,1137.125814,1282.949332,1646.512569
P22517,CMK2,257.5520394,363.3227899,505.7071303,436.2276355
P22543,VPS34,2.142808106,1.654761879,3.08275885,2.656042231
P22579,SIN3,140.4761207,184.2709665,301.6522813,229.687186
P22580,AMD2,82.02409485,88.42798021,106.4868009,168.0102439
P22768,ARG1,9160.670797,11375.51146,13157.70601,35635.36411
P22803,TRX2,11460.01847,11419.80495,13389.94672,11790.76014
P22804,BET1,19.91022399,29.4760124,44.36262558,38.36253009
P22855,AMS1,485.9908369,474.9546696,588.9066842,718.7190881
P22936,APN1,182.6660426,220.2877964,306.0800305,264.9078281
P22943,HSP12,8717.208163,10554.44848,12045.27841,13329.82842
P23180,AIM17,35.44653127,55.27730383,66.22868666,134.5653103
P23201,SPA2,16.75821837,20.8024422,28.71619101,30.19103615
P23202,URE2,89.55363321,106.701139,158.2136627,151.8616466
P23248,RPS1B,19700.43915,27764.27346,35884.75044,43732.7686
P23254,TKL1,1470.473462,2523.305088,2845.127429,2188.795717
P23255,TAF2,9.531971515,10.92506104,16.07663796,14.9505107
P23287,CNA1,7.905001576,11.05251612,13.96969642,19.28190141
P23292,YCK2,4.710322166,6.702760186,9.161421331,7.182521575
P23293,SGV1,10.44046123,14.18500827,19.12958837,21.64042945
P23301,HYP2,11084.12161,17683.50134,19476.93108,19254.64318
P23337,GSY1,95.25499064,121.8763955,167.8150059,165.0620112
P23369,MRPL25,32.17692605,52.48039967,65.3341614,67.38995196
P23500,MRS4,5.443762782,15.69194704,26.31166634,35.25441042
P23503,NAR1,23.32484606,29.70751945,42.30348082,41.88126533
P23542,AAT2,2509.280392,3542.742122,4376.969352,6404.51697
P23561,STE11,5.264298255,8.95731843,11.25264694,13.09196764
P23585,HXT2,203.0205708,205.9437015,301.7785796,391.9104765
P23595,PPH22,228.1290715,216.4277334,265.4506982,166.143862
P23615,SPT6,138.991747,172.3651104,224.5622377,262.7802665
P23638,PRE9,348.707681,350.8245801,455.1267358,559.7335912
P23639,PRE8,2127.037128,2766.28434,2753.367939,2982.331114
P23641,MIR1,2605.352356,4543.001714,6035.363171,5970.380949
P23642,VAN1,0.677722266,0.926797442,1.243142698,1.257919656
P23643,VPS3,2.065018929,2.427946748,3.423630324,2.833110176
P23644,TOM40,249.7486372,528.752932,592.7257798,870.2138257
P23724,PRE7,3815.687471,4288.079739,5604.65509,5621.741668
P23776,EXG1,255.1167882,460.8989101,501.3843761,721.1626913
P23796,RIT1,4.40419573,5.029960544,7.564611333,7.401922813
P23797,GPI12,3.541702341,4.250888361,9.967814525,6.362839077
P23833,SCO1,116.5097198,184.2075487,253.9192507,222.0474615
P23968,VMA16,138.8684168,203.1094936,293.3458022,315.4569979
P24004,PEX1,10.95037847,13.49856539,18.15367598,16.92601135
P24276,SSD1,122.8989024,127.4891713,187.8282675,170.1436556
P24280,SEC14,677.8360739,877.6501709,1067.646061,1065.324794
P24384,PRP22,4.654494082,4.680420778,6.957572024,6.417076558
P24521,ERG8,1.363253094,1.866103233,2.441389938,4.351298776
P24583,PKC1,7.651530953,10.35693943,12.96590409,19.78144053
P24720,MNE1,0.254012342,0.327669774,0.471489075,0.45449755
P24814,GRR1,7.894429647,10.09663309,13.49730158,14.83457951
P25036,YSP3,238.7526576,177.4282751,314.327609,140.9509024
P25037,UBP1,21.72110628,29.17933153,37.85241577,41.15342855
P25038,IFM1,8.157751194,12.39506734,18.1583283,19.56356556
P25039,MEF1,37.11998393,63.38698882,79.44508785,91.42976579
P25040,TSR4,8.017018985,12.11360964,13.43998817,15.64171949
P25043,PUP1,521.4404286,695.7676031,886.9541985,788.1156058
P25044,PTP1,13.33272083,23.3683665,27.11770581,31.05568892
P25045,LCB1,71.17590919,111.1116617,136.8798396,177.2848543
P25087,ERG6,7265.66351,9571.460346,11318.42166,12343.1128
P25270,MRM1,37.17877434,33.36085501,59.727994,76.77469218
P25293,NAP1,235.9348689,602.4973421,659.5587661,854.9504219
P25294,SIS1,3214.556161,2653.908236,3417.104314,5189.264371
P25296,CNB1,31.17312205,54.43672702,77.29967611,64.41622901
P25298,RNA14,66.25115692,77.5207334,110.5524252,103.2973534
P25303,SCJ1,13.23480459,13.22590441,19.74459521,32.26365483
P25332,RBK1,15.72992795,22.49181709,29.40133222,25.37944572
P25335,DAL2,1118.94764,1320.502168,1542.298095,1888.556094
P25339,PUF4,17.84004566,20.38371556,27.29773945,30.32812
P25340,ERG4,13.42521749,21.21491653,28.12113274,29.9484013
P25342,CDC10,285.5470747,487.8625039,562.5433348,542.4988735
P25343,RVS161,1929.231275,2384.586297,3250.380124,3158.983721
P25344,STE50,46.72953518,60.72719468,81.60876548,49.38382914
P25345,SLM5,7.544491391,12.58507801,15.87069569,12.6025122
P25349,YCP4,4321.131519,7563.957543,9686.092963,11685.85097
P25351,YCR023C,15.82327969,23.35689678,34.78165947,27.47800116
P25353,NPP1,3.925334545,4.904157598,7.741935323,6.66519429
P25355,CTR86,41.4357164,52.30226835,69.9491997,60.51297102
P25358,ELO2,75.11332397,97.7895588,108.2507208,113.7719129
P25359,RRP43,55.50792773,63.11155472,87.82954054,123.2013664
P25365,SED4,1.630103389,2.938347374,3.614614254,4.722555752
P25366,OCA4,0.430059309,0,0.818674294,1.14716852
P25367,RNQ1,934.8364607,1280.302427,1359.943919,1176.229899
P25369,LSB5,494.1264367,649.5943701,857.4144059,986.8137197
P25371,ADP1,166.2271682,201.2687901,297.0789421,253.2573884
P25372,TRX3,2832.004659,3189.810915,4018.483915,3728.350405
P25373,GRX1,10483.25722,16909.89295,19150.73368,16510.80454
P25374,NFS1,251.0176015,333.5721016,423.4052877,515.1603948
P25375,PRD1,90.69365197,111.8890332,139.8574364,155.9744764
P25385,BOS1,48.16802196,73.12638531,100.6053631,128.5259215
P25386,USO1,7.606852258,10.20191034,14.09628124,13.04977131
P25441,RPC53,22.31585386,32.33753797,33.8321531,38.9202387
P25443,RPS2,31056.96524,39093.10666,51639.63704,62653.34587
P25454,RAD51,46.4041461,65.07368749,80.77481107,119.811498
P25491,YDJ1,983.2225083,934.4045616,1285.513132,1520.388786
P25502,PUT3,0.391884928,0.622513521,0.869764313,0.929091106
P25554,SGF29,0.849748951,0.93459427,1.364859466,1.148435062
P25555,GBP2,39.35448958,42.18811639,54.8937173,83.55422111
P25558,BUD3,3.095190513,3.936552497,5.262755034,4.896925385
P25559,DCC1,4.39815618,8.189063078,7.862719133,8.06481876
P25569,GID7,23.6178924,31.87477907,44.54475881,37.22219855
P25573,MGR1,16.94256703,23.93378662,31.67352511,39.16409009
P25574,EMC1,179.8861669,247.2947296,314.3473416,349.581247
P25580,PBN1,7.895768949,12.73224064,14.96783514,19.70524088
P25583,KAR4,0.630972122,0.831081909,1.217999477,0.948673752
P25586,KRR1,60.13136998,82.77252426,111.9609645,101.0389111
P25587,LDB16,287.1867015,151.3932431,213.4229322,634.1933023
P25604,STP22,91.38223908,89.46003235,119.7340203,127.0325451
P25605,ILV6,970.5931281,1419.218399,1614.504574,2878.598086
P25617,YCR016W,75.82115273,104.5339323,133.9462662,129.6069566
P25618,CWH43,25.45499221,47.5365156,60.58348185,66.73798495
P25623,SYP1,198.5076294,220.6868721,276.5773233,276.7896646
P25626,IMG1,39.60325781,72.38165174,99.47410534,127.7482461
P25627,BUD23,5.86469074,7.66734212,10.44157293,6.733428709
P25631,YCR051W,15.33428383,88.66374363,89.91515653,36.82776757
P25632,RSC6,32.37576671,45.23584181,55.07993781,62.25406525
P25641,ATG15,6.323995387,7.096195861,9.223928451,10.20103494
P25642,IMG2,45.2883201,80.2092575,108.8119997,126.4689382
P25644,PAT1,265.358494,316.3012725,425.0523638,433.3034827
P25646,PTC6,16.5937609,19.47411048,27.87237628,24.56968517
P25655,CDC39,85.94937757,117.1353295,162.988498,144.1214006
P25694,CDC48,3805.257264,5337.305985,5634.735983,7063.87629
P25719,CPR3,5233.794452,5801.067172,6854.44843,6798.596821
P25808,SPB4,5.227386444,6.510172786,9.084352937,10.77612975
P26321,RPL5,2680.523007,3818.301348,4454.646867,5630.416628
P26370,UGA3,3.318722682,2.862727119,4.584292101,3.989949463
P26449,BUB3,3.165515626,4.848653046,7.064606074,5.639615758
P26570,PPZ1,38.93140486,53.61531057,71.95816596,78.09502669
P26637,CDC60,243.052915,381.1048138,485.6856776,543.5676237
P26725,YUR1,4.281468678,5.31686358,7.476739185,9.228476249
P26754,RFA2,274.8025972,144.6023423,278.9034894,0
P26783,RPS5,7677.997392,10152.13417,14288.54171,16566.72465
P26784,RPL16A,8899.035009,10682.16573,14365.02369,17664.67931
P26785,RPL16B,9067.519969,12349.945,16188.71295,19245.78978
P26786,RPS7A,7640.728422,13042.86652,15426.8005,22863.51453
P26793,RAD27,147.2958661,172.2969583,234.5926821,257.771163
P26798,INO2,8.596858648,15.6247072,18.18569584,19.90022549
P27344,DPB3,2086.280187,2984.173716,3845.443009,2584.216581
P27351,APL1,12.47616286,16.43130007,22.69449135,21.38743156
P27466,CMK1,63.32498885,89.46590541,126.6820847,116.5280625
P27472,GSY2,142.9784637,173.1342165,252.4616138,243.8105502
P27514,PHO91,16.26853305,22.5908432,32.95951565,24.69645397
P27614,CPS1,2825.674925,2674.220619,3693.590142,3784.740803
P27616,ADE1,5282.418385,7425.767069,9695.054227,10619.70374
P27636,CDC15,1.16945756,1.669740209,2.120168794,1.937995292
P27637,BUD14,0.140337787,0.300214123,0.343264563,0.273507578
P27680,COQ3,8.943363877,9.744278453,11.97244728,27.39641693
P27692,SPT5,96.88407773,130.6923494,168.2953785,198.3479932
P27697,COQ8,24.01924426,34.59283862,48.57079279,43.17470673
P27801,PEP3,18.31267654,22.55049308,32.42988342,27.18029025
P27809,KRE2,8.524991662,10.12822995,13.77862427,16.47260609
P27810,KTR1,93.8208776,116.2466387,167.2851233,192.8957029
P27825,CNE1,3.918822734,5.397408406,7.684786585,5.922319122
P27882,ERV1,1070.276539,1221.868122,1875.056734,1922.0083
P27895,CIN8,1.335529078,1.749024764,2.467696626,2.044030183
P27929,NAM9,46.99680824,77.24557815,103.8877924,117.984264
P27999,RPB9,51.37737507,49.89029946,80.97976144,50.65193368
P28000,RPC19,71.39695245,209.7950995,142.9437666,51.5904999
P28004,PRP45,12.78443834,15.14614129,20.95075697,23.22059114
P28005,POP5,129.9048416,188.807088,253.2395583,235.174578
P28239,PPA2,66.43375804,102.8990189,111.717284,109.0603311
P28240,ICL1,413.7917411,235.4159715,317.4968717,438.2864545
P28241,IDH2,2881.636525,5726.015405,6689.618507,6628.2455
P28263,UBC8,56.69760565,103.1402229,111.9802924,102.1382502
P28272,URA1,100.2060184,142.6661097,181.9664236,168.1281338
P28273,OXP1,98.74052953,117.7381847,159.624988,164.8754936
P28321,YJU3,246.2850305,241.2552196,279.3392509,344.9229752
P28495,CAP1,91.46789638,212.3202558,220.3535889,178.8132933
P28519,RAD14,17.72478018,20.88583459,31.15705732,20.19525659
P28707,SBA1,17.45358206,15.87467628,21.04858026,27.41315746
P28708,PRR1,121.2131876,155.4887743,211.9065033,148.2851548
P28737,MSP1,201.2273107,311.5243093,429.8139683,417.1732039
P28743,KIP2,1.92200875,2.989330737,3.944853636,5.153770854
P28777,ARO2,1238.868174,1649.668843,1928.318733,4054.429382
P28791,SEC20,2.294619762,4.018716284,6.037018922,9.433444915
P28795,PEX3,11.46448963,20.93753115,29.46120224,33.66238828
P28817,EHD3,479.5810479,658.8640247,875.7817472,1273.414632
P28834,IDH1,1941.287469,4789.618427,6438.043022,9070.505173
P29055,SUA7,11.51427431,16.45083909,24.02484851,22.57047743
P29311,BMH1,14854.66542,20212.55188,20083.61473,26172.37288
P29453,RPL8B,15270.29471,27322.95992,31714.97823,39189.34199
P29468,PAP1,80.96886503,101.6120938,136.4213918,138.6353693
P29469,MCM2,46.17403449,62.07926586,85.17776972,82.36301945
P29478,SEC65,237.8022736,316.5023986,416.0425716,456.4800364
P29496,MCM5,27.75304199,36.94069139,47.47098692,46.80305958
P29509,TRR1,3363.224206,2759.037696,3442.059612,3840.506898
P29547,CAM1,1628.425323,2081.876377,2655.739274,2810.720843
P29703,RAM2,4.190462087,5.574945498,7.153749294,5.70426632
P29704,ERG9,1665.402343,2118.584533,3021.44913,2732.920658
P29952,PMI40,1085.917646,1297.145454,1627.154826,2001.471078
P30402,URA10,139.5408912,179.7799465,233.0002986,226.3914323
P30605,ITR1,33.01781228,43.06973957,58.16316344,63.07875469
P30606,ITR2,5.593552047,9.57224367,10.46595348,13.31385275
P30619,SEC1,43.82350664,53.95051237,75.47115931,79.60006377
P30624,FAA1,886.0695174,1719.927812,2154.383573,2257.993607
P30656,PRE2,263.0860553,325.4794643,395.0041571,406.0168579
P30657,PRE4,148.0743697,192.0623062,193.1153676,239.7065683
P30665,MCM4,73.00722236,88.4767987,116.1375626,99.54221033
P30771,NAM7,17.85813957,24.13737729,30.53639492,35.36665819
P30775,MRF1,1.853653922,4.297992595,5.119459087,8.146025791
P30777,GPI10,0.903585301,1.294578741,1.889258497,1.659586975
P30822,CRM1,317.6627859,466.2225412,602.1219441,569.0407116
P30902,ATP7,4068.794765,10511.12155,13302.90606,18826.76366
P30952,MLS1,341.1090435,849.393199,987.8742952,655.6837673
P31116,HOM6,6174.792931,9977.712251,11376.93162,15668.01185
P31373,CYS3,1871.187138,2419.232336,2738.308289,3783.592767
P31374,PSK1,3.957707603,4.748946608,6.642470735,6.272382326
P31376,SWC3,6.702687618,6.687394018,15.07824006,11.29304197
P31381,FUN26,1.293038212,1.765730051,2.506873181,2.127263285
P31382,PMT2,45.77041582,72.52715726,91.0619599,117.1480044
P31383,TPD3,779.9769843,965.3250965,1377.366687,1183.878348
P31384,CCR4,48.28251693,53.63184314,71.05812386,79.28082223
P31385,DEP1,4.802160934,5.640883243,9.45822774,9.257773908
P31412,VMA5,880.0857919,1338.723094,1735.182163,1698.957547
P31539,HSP104,12363.44331,14326.41197,18685.83094,26931.86354
P31688,TPS2,304.4167284,345.6020368,440.4280677,544.8445204
P31755,OCH1,17.11788862,24.10529603,28.41510505,27.70519504
P31787,ACB1,138.4712598,329.4851117,231.6364908,155.8929153
P32048,MSK1,2.771322673,3.928942118,5.764149718,5.368461527
P32074,SEC21,526.6872352,778.5900492,1040.535937,849.0309699
P32178,ARO7,542.4645172,736.1170349,960.4530859,1165.883019
P32179,MET22,31.92436167,39.98725723,47.76721199,81.83160478
P32190,GUT1,11.23166495,30.34668896,46.9928336,40.30468031
P32191,GUT2,626.160045,1067.433176,1268.262607,1323.279043
